docid	prediction
jOwgkEdV1nAFv1kDXkfjGg	2
B2q44EphIRB3QUM1fd7Gg	4
OiuM9YsqKlbYOEvB3kgTSw	4
o80yxvkXC533iM7ZjI0Low	2
OT1txDvkxc8wrtpaQVmoA	2
tNrIuVrvzaSAzH9Ds2aEw	2
Ewd8MSrIhjOsmbzkTdjOzQ	4
7FFfMDWgF9eO2ndtSnvU3g	2
0OxNYKqhLZ5ErWNQhttAg	4
nZeIzrcK77k9dp35Nw8eFg	2
TsB9QfPTDel7jYvNY5XRvw	2
SgNCNoLskWBFjg7lMv7g	4
c9T21VCQ8XLqfWNCsmTVQ	2
iIpI3PSqBBsKxFqeOzi5yg	2
SgIQr7smVlHq0mfI2kKw	2
9ivkvPUQy68ronPXegDq6w	4
vKr6UPVzQr90LY0JsWJyVg	2
ZG6RHCrwdqpm0tCRNIySNQ	4
10LmsiJEDtElGYtqAbb0vg	2
jzSXq5qs3RDOLg7Rh4dbKg	2
03zxKtUAK90k8b2S9FDJQ	2
jKrXj4KPkGeMOnmKl4e7hg	4
PRFpzD15McC3oz7UND0gkQ	4
qDULJUGw045fjUDesVNb8w	2
BaMr6ZvizglqPOSm9xljgg	2
IZCWBC0BdWbEmc91YxDw	4
vpqvfL8LW9xiBWxOeimnQ	2
ijlewyWclqKlrXiPYOYcdA	2
jgcC85upY6iQoygqWOK0Q	4
bNUpWvhcJZ4VXK6j4HVKA	2
LqbkrBeW1ZxVVzBvYswQ	4
WqCckaQ2RHeYekbsYEVuw	2
m0vwiw9lgTjepUzD2PRxIA	2
woqFJAJn1m1fp8d7tZrn4A	2
eZrso1ddPcpIaIOCF3sOQ	2
sUYRXgshKVIU2qERQpOy9w	2
OZ8Kt8hMGp64c4qNt889eQ	2
TgNYi9CPJitMCnm0yK37A	2
wlMtC9OEue3TogZ6BWogdw	4
uz3AGMH9oaboScJXtVM7jg	2
zF0pGvoajkMlFR1YNwTWg	4
2KhDsShyc5ch2bHy1GWpA	2
r1k9nZSjJKKj9HoUDbexw	4
2OQHQiYOStzCaBUOQgfJA	2
fpTxwKGmSitrM0MxOJM6Q	4
O5bnJjonNynz4wRac6OqA	4
eGYRmlaUPlWmrp2CweqOQ	2
jbHj7wRSW8hK1vDWIbJElA	2
0vFEq5AQH4ST0BWaGRT0A	4
brQIzaqdAHa0k63K9Jfg	4
1Joj4ufvLQ76WNV73rjd6Q	4
0K1vV45QTb8rsMxQ99QSow	2
18nz5VLQaQZgd9jDj6973A	2
6LcVcQOgEutitNWwcbKgag	4
GPsTu5p6m7E1wjshX2hQ	4
DO8xRzGJyODqMBjJ2zqDA	2
bbmcJ6x7WPIlAC6gcNYqjQ	4
KYbUrCqUfFAJ0ozTRRdGQg	2
gEs0mA2xJ5PqJXyyOAx2Vg	2
nifw3GcXt6jJIa1yHnoiCg	4
nLcRMYrvhbMD5wj4BRoLw	2
E6GOWoBaOpCHlSOEnUqlUg	2
EGl08Maun6KqghU8Du7XfA	2
z2Pr5RLcFRYQcPuzA8FXw	4
4CueCTH919qyS6Ftgxiuzg	4
IkSoPrCIbC3dtQqkZs1w	2
OZoFtx3OPubhaIcq3WkQ	4
5mdlqWbgVM6g67KIgypVw	4
Jitqtd8cbaIyZVZuq2Jg	2
GbvvgrUrcWCr4jltiZCvcw	4
BWov9vNFot5ZbFsRxvxDQ	4
WU27df1zACtkaJlea3Piw	2
fMb1iXUBGhUsja7gALTxhg	4
yCNJ2ivzwM1sbfbwqYo9QQ	2
NaJcBcS3swzRN0FSxpL7g	2
oY8XxglshjjtwIPSx4ug2w	4
80WHhtg2rdFfoaqJEBxLw	4
3RG66kDUBgZEjKzk02qhsA	4
opqLNqO0K6uAeOPpd5ttQ	2
MfPXGFpSZOK4aEIidjMOQ	2
AGhINqKd7l5A1XQM7jV8Vw	2
ntRq2KqWoWxmWRtcLATRA	2
Qulx01pskU2z1UgtrXqSg	2
qf6EC90CAkaJrvELHo4ckA	4
Oi9f6LLrt06XEG0UjY8Apw	4
Nqz2oo0iTrBp5qwHbWzw	2
zrPoyDeovpkvzuQson86xQ	2
M88fpmcDI69N26gGU97nQ	2
093AKWzCjGhWpwMGpRdKxA	2
ucBXtbJU7pqLAVVFW9ufmg	4
fZtGjKzY1BG3VSU8wC7UCw	4
rM8ORkyYum9umuWFCrc1aQ	4
Dpvtp7WDqEpQZJjPPPLpg	2
3qYdRRO0NtjokwiUq6q4w	4
vlFfQfyOwhCnU8NHvgeSQ	4
6Cac9nBEnBg8arW2Sd42g	4
ZdjMK9sEy5eEHOFD55XKow	2
1vMRvQHLQ8SXPyFg1KLYQ	2
WVibVIQkQokKcxbVYd89w	4
zlgJONeppcvT3QTqoObJ0A	2
g2rMm4aPL1nrB1czVGsZQ	4
2Nj8K4H5zboaxytrEMZodQ	2
BzKHJrRXNPSUEpcTWFR7w	4
Pf0muUpXtsYymnQv8ckoZA	4
J9aGn2J6lVobu8vPNOQ7yA	4
g2c8dlnRDffxv5LAuHbTw	4
kSMP07WctGzuGP3FpCXQ	2
AyYoQzkgmg9n58YsF8vQ	2
sAHIDsCYUbO0jbIuKkOyZQ	2
QfMEBU2h1FyRySJTlcT0w	4
cVniVfx3g73nC3RoFOLow	4
MaXaXKWHgZPwpOdY0RKdQ	4
DdWJXjzxfFCuulTTGCmSNQ	4
DUaVNuuYlQ1tOnu7RVWETQ	2
JaPmPmyRQeidn9jRcz1Cw	4
xc92LUDgxvY4l4F6gk4ttQ	2
Vhe3qqVScKrdc80PkdSvgg	4
lBc7mEh89QrcAAipmunJ1w	4
tURnuitvJek0avPLczpAPA	2
zHt3Qd69u1evl8giNLCfw	2
xuwhXhfSF3FhJm6kfhH2JA	2
seZSra9fIuoPVbROLNnKwA	2
aa0kTVaIoriLIlhfJVHOg	2
BTQ2k2KAqZ7MKGIZa9gd9A	4
EAeGf1W6yJXkQU7ThhhjVw	2
RJRDLZ9fxig6W89jKaELQ	2
dVhAA6KJQLEnNwfmF4W6rw	4
Gbn0b9LBv16zHp33iXc1Mw	4
1KJvQ4UDRJg451UjyL6Efw	4
xvIGESYLqkwHhxoGtOjkJw	2
kq0YmR5ECJkcvpWvu97DxQ	2
MstnMKhp3aCRCQDCa9KkaQ	4
3Ponl8CnqVtNv5a0ssH5g	2
tI0F9fFwAe0t8SMLSPvdQ	4
3zQ7Gsw6eOCm3epZjXIkg	2
GRXSM3u1fH8SMpNWtyFuA	2
qXzOa3pkvM9QHTbDbefbQ	4
gCC1zJhZh6ePDbL2eY2pA	4
gCVaMJB5iSjKIG65InwUaw	4
9osza80lzc6w7hZRUUoQ	4
jfVSmbbOIjo3jzlfj5iAdg	2
wT0ZdZroKCVLA08A2ufQ	4
liQYd6GbADx380MQeUbv6A	2
UyoHuJofTsugfiZuT2J3w	4
tzNygqu7vkdh17bbJe93ZQ	4
hfEKJWfSTH2lwjPWmOimeQ	2
RWTDE9l5HtxHLHl7oGvQQ	2
Twib6RuJGJdT3VYATKYSg	2
jLGbdjooyBpw0HfejzOFQ	2
6fUBUnPVThhxH0iKSZHVPQ	4
6bGOH5q5JCbc3sY1vXA2mA	2
BvZc2ZzAhlJJHHPtCTvIlA	4
U5mpBmfqx4dACnttb5Mntw	2
n5E9mZcAVDBumqgwQfp5Q	4
q3OWRGLiUH4FTAErCNN6g	2
kxbBatdMP09d1YHct3po2w	2
KZ64LlsrrqpexT5589pg	2
egV16xIXZ1Mm97fcNUMng	2
LHLaqYjVM9i4QnhSMb4w	2
z4tntaYpYRzGZpEUTTnjZg	4
BYJnlGxXAOSSNNhCdylDEw	4
0thQGA9Xs9CeKCMh5iIXqA	2
cZhgWdRE9JKHbbrhfhg	4
oghnKBbu50r74lmEiGGV8w	4
KOIav4bHafEHdcByNVidPA	2
umrPxeZdcKp8NsV9FsK4g	2
0h11RE8sbNiezJTLJfQOQ	4
LBGcR70ewUNHADlOLtK3ZQ	2
NC1AAJtETMmTMtfIaYTIww	2
ntGRBjVJmolhz2mxaudHg	4
iJoK3Gv3yiv7BC7Oqc2Yw	2
4myp8N0ym7m1IERrx5zA	4
C3atCvhWKXZcB96PC8Seg	2
t1ugaxECPCl4mAQ3bCoQtg	2
TLwaG4tUaQrVdmXReoA	4
fiqInvqozVMdc8bfVuueA	2
CL1hVshkvUBk1Y54YWmDQ	2
wPrdOJ4KJV1uLymLDpf0Q	2
tkcj2x4nbTD7QSl3olAA	2
qbPdJm0qOBa2aDRKi3dYRg	2
Rfexa9BiaVYkMxJQtm5A	4
nI66l5mITltog1iQRoNUg	4
vLUAp4KtObpZUGuCqS7Uw	2
0raJihiwX5W1aPtqq8WAA	2
0bu49A3XkWIb0s5lnKDxg	2
67C0CzyLUNs4UoGRdj3hGA	4
wJpLbFt95oXyvC1VSJ7DqA	4
81utE4AMFUHj1mFTxAgZ8w	4
tJDESnyJKYS1iwHFTXTZQ	4
eSCHL5KMNHaz0V6ke8ez2g	4
yGOXzVVdTenUO1x6HoXLKw	4
UlSHzNAOe2k0UVVX7T26NA	2
LJZOl5DBejrTDcMKLBTMw	4
7AmWvGDHxXQ9jp3XPIaUw	2
KF8DbvmS8eB4jBBtvh9w	2
po8S8tuzra6X7Oq6wgUSw	4
Adwjk8IGEizNv2gEXPviA	2
7n8z7koldmv1gbO064zLw	2
h4GcXB9dSYzI8rzdnAfsw	4
GunWVDxk4lhDqkNqNSfxQ	2
q61UdliluCTQBTxeS9YBoA	4
84gHDuFTKIClgcXFXdCg	2
vVGpqYkPH5jSmB2WM9ew	2
RiFlAsJAkJBa3rWKosxwQ	2
fcJ24UVala70qu3SQV57w	4
CZLUCtPeZ8gKNmFoRgTQ	2
vWY4yREMktDYxzz8wwAcA	2
4tPXcCjHtXfSHwyQ16jw	4
T1Lu6UeSHH6AZmzl9pnz7w	4
CdofWTGZoOXNcPLmXKPgsQ	2
zABSypriqMwCaPmX75ZtaQ	4
gItKQueBtDpbQI0GwxjQ	4
ggr9TDU0bVnZBEsiObxYEQ	2
b1kLsgl6nc2blZXRAGjXw	2
tV7u6NrHHzsxPS6l6jfbA	4
f6tlchzyvHAwY0QbO3wQ	4
5Q7o6s1bRU7vBRB5a9yGEQ	2
uEiy6CvEOWo04kN1wdJZtg	4
jV8aDYrQ4LFHb0b0hC3Iw	4
v6pqzYfd7XFM4t6fWI1wQA	2
